9;4;français;Notre ami;a dit;ce que;;;;le client;qui n'avait jamais possédé de véhicule auparavant; a acheté;; à crédit .;;;;;
9;5;français;Notre ami;a dit;que;le vendeur;avait fait un calcul rapide;avant que;le client;; ait acheté;la nouvelle voiture; à crédit .;;;;;
9;6;français;Notre ami;a dit;que;le vendeur;avait fait;avant que;le client;; ait acheté;; à crédit .;;;;;
9;7;français;Notre ami;a dit;ce que;le vendeur;avait fait;avant que;le client;; ait acheté;la nouvelle voiture à crédit .; à crédit .;;;;;
9;8;français;Notre ami;a dit;ce que;le vendeur;avait fait;avant que;le client;; ait acheté;; à crédit .;;;;;
10;1;français;Le mémoire;a raconté;que;;;;la joueuse de tennis; qui espérait gagner le tournoi de la grande île;pensait;à son service;avant le match .;;;;;
10;2;français;Le mémoire;a raconté;que;;;;la joueuse de tennis; qui espérait gagner le tournoi de la grande île;pensait;;avant le match .;;;;;
10;3;français;Le mémoire;a raconté;ce que;;;;la joueuse de tennis; qui espérait gagner le tournoi de la grande île;pensait;à son service;avant le match .;;;;;
10;4;français;Le mémoire;a raconté;ce que;;;;la joueuse de tennis; qui espérait gagner le tournoi de la grande île;pensait;;avant le match .;;;;;
10;5;français;Le mémoire;a raconté;que;l'entraîneur;a pris un verre d'eau;pendant que;la joueuse de tennis;;pensait;à son service;avant le match .;;;;;
10;6;français;Le mémoire;a raconté;que;l'entraîneur;a pris un verre d'eau;pendant que;la joueuse de tennis;;pensait;;avant le match .;;;;;
10;7;français;Le mémoire;a raconté;ce que;l'entraîneur;a pris un verre d'eau;pendant que;la joueuse de tennis;;pensait;à son service;avant le match .;;;;;
10;8;français;Le mémoire;a raconté;ce que;l'entraîneur;a pris un verre d'eau;pendant que;la joueuse de tennis;;pensait;;avant le match .;;;;;
11;1;français;Votre père;a remarqué;que;;;;l'auteur;que les fans adoraient ;signait;un exemplaire de son livre ;;;;;;
11;2;français;Votre père;a remarqué;que;;;;l'auteur;que les fans adoraient ;signait;;après la lecture .;;;;;
11;3;français;Votre père;a remarqué;ce que;;;;l'auteur;que les fans adoraient ;signait;un exemplaire de son livre ;après la lecture .;;;;;
11;4;français;Votre père;a remarqué;ce que;;;;l'auteur;que les fans adoraient ;signait;;après la lecture .;;;;;
11;5;français;Votre père;a remarqué;que;les reporters;prenaient des photos;pendant que;l'auteur;que les fans adoraient ;signait;un exemplaire de son livre ;après la lecture .;;;;;
11;6;français;Votre père;a remarqué;que;les reporters;prenaient des photos;pendant que;l'auteur;que les fans adoraient ;signait;;après la lecture .;;;;;
11;7;français;Votre père;a remarqué;ce que;les reporters;prenaient des photos;pendant que;l'auteur;que les fans adoraient ;signait;un exemplaire de son livre ;après la lecture .;;;;;
11;8;français;Votre père;a remarqué;ce que;les reporters;prenaient des photos;pendant que;l'auteur;que les fans adoraient ;signait;;après la lecture .;;;;;
12;1;français;Le rapport;a décrit;que;;;;le gardien du zoo;qui dormait au travail;a perdu la trace;d'un kangourou;au zoo .;;;;;
12;2;français;Le rapport;a décrit;que;;;;le gardien du zoo;qui dormait au travail;a perdu la trace;;au zoo .;;;;;
12;3;français;Le rapport;a décrit;ce que;;;;le gardien du zoo;qui dormait au travail;a perdu la trace;d'un kangourou;au zoo .;;;;;
12;4;français;Le rapport;a décrit;ce que;;;;le gardien du zoo;qui dormait au travail;a perdu la trace;;au zoo .;;;;;
12;5;français;Le rapport;a décrit;que;la police;a réagi rapidement;après que;le gardien du zoo;;ait perdu la trace;d'un kangourou;au zoo .;;;;;
12;6;français;Le rapport;a décrit;que;la police;a réagi rapidement;après que;le gardien du zoo;;ait perdu la trace;;au zoo .;;;;;
12;7;français;Le rapport;a décrit;ce que;la police;a réagi rapidement;après que;le gardien du zoo;;ait perdu la trace;d'un kangourou;au zoo .;;;;;
12;8;français;Le rapport;a décrit;ce que;la police;a réagi rapidement;après que;le gardien du zoo;;ait perdu la trace;;au zoo .;;;;;
13;1;français;Le journaliste;a déclaré;que;;;;les citoyens;qui se soucient de l'engagement civique;parlaient;de loi;à la réunion de la mairie .;;;;;
13;2;français;Le journaliste;a déclaré;que;;;;les citoyens;qui se soucient de l'engagement civique;parlaient;;à la réunion de la mairie .;;;;;
13;3;français;Le journaliste;a déclaré;ce que;;;;les citoyens;qui se soucient de l'engagement civique;parlaient;de loi;à la réunion de la mairie .;;;;;
13;4;français;Le journaliste;a déclaré;ce que;;;;les citoyens;qui se soucient de l'engagement civique;parlaient;;à la réunion de la mairie .;;;;;
13;5;français;Le journaliste;a déclaré;que;le maire;fumait un cigare;pendant que;les citoyens;;parlaient;de loi;à la réunion de la mairie .;;;;;
13;6;français;Le journaliste;a déclaré;que;le maire;fumait un cigare;pendant que;les citoyens;;parlaient;;à la réunion de la mairie .;;;;;
13;7;français;Le journaliste;a déclaré;ce que;le maire;fumait un cigare;pendant que;les citoyens;;parlaient;de loi;à la réunion de la mairie .;;;;;
13;8;français;Le journaliste;a déclaré;ce que;le maire;fumait un cigare;pendant que;les citoyens;;parlaient;;à la réunion de la mairie .;;;;;
14;1;français;L'assistant;s'est rendu compte;que;;;;l'infirmière;en uniforme blanc;réconfortait;le patient ;dans la salle d'attente .;;;;;
14;2;français;L'assistant;s'est rendu compte;que;;;;l'infirmière;en uniforme blanc;réconfortait;;dans la salle d'attente .;;;;;
14;3;français;L'assistant;s'est rendu compte;ce que;;;;l'infirmière;en uniforme blanc;réconfortait;le patient ;dans la salle d'attente .;;;;;
14;4;français;L'assistant;s'est rendu compte;ce que;;;;l'infirmière;en uniforme blanc;réconfortait;;dans la salle d'attente .;;;;;
14;5;français;L'assistant;s'est rendu compte;que;le médecin;faisait une sieste;pendant que;l'infirmière;;réconfortait;le patient ;dans la salle d'attente .;;;;;
14;6;français;L'assistant;s'est rendu compte;que;le médecin;faisait une sieste;pendant que;l'infirmière;;réconfortait;;dans la salle d'attente .;;;;;
14;7;français;L'assistant;s'est rendu compte;ce que;le médecin;faisait une sieste;pendant que;l'infirmière;;réconfortait;le patient ;dans la salle d'attente .;;;;;
14;8;français;L'assistant;s'est rendu compte;ce que;le médecin;faisait une sieste;pendant que;l'infirmière;;réconfortait;;dans la salle d'attente .;;;;;
15;1;français;Votre ami;a dit;que;;;;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;le livre ;sur la mauvaise étagère .;;;;;
15;2;français;Votre ami;a dit;que;;;;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;;sur la mauvaise étagère .;;;;;
15;3;français;Votre ami;a dit;ce que;;;;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;le livre ;sur la mauvaise étagère .;;;;;
15;4;français;Votre ami;a dit;ce que;;;;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;;sur la mauvaise étagère .;;;;;
15;5;français;Votre ami;a dit;que;le patron;s'est fâché;après que;le bibliothécaire;;ait placé;le livre ;sur la mauvaise étagère .;;;;;
15;6;français;Votre ami;a dit;que;le patron;s'est fâché;après que;le bibliothécaire;;ait placé;;sur la mauvaise étagère .;;;;;
15;7;français;Votre ami;a dit;ce que;le patron;s'est fâché;après que;le bibliothécaire;;ait placé;le livre ;sur la mauvaise étagère .;;;;;
15;8;français;Votre ami;a dit;ce que;le patron;s'est fâché;après que;le bibliothécaire;;ait placé;;sur la mauvaise étagère .;;;;;
16;1;français;Le témoin;s'est rendu compte;que;;;;les avocats;en costumes et cravates sombres;déchiraient;les documents;tard dans la nuit .;;;;;
16;2;français;Le témoin;s'est rendu compte;que;;;;les avocats;en costumes et cravates sombres;déchiraient;;tard dans la nuit .;;;;;
16;3;français;Le témoin;s'est rendu compte;ce que;;;;les avocats;en costumes et cravates sombres;déchiraient;les documents;tard dans la nuit .;;;;;
16;4;français;Le témoin;s'est rendu compte;ce que;;;;les avocats;en costumes et cravates sombres;déchiraient;;tard dans la nuit .;;;;;
16;5;français;Le témoin;s'est rendu compte;que;les stagiaires;faisaient du café;pendant que;les avocats;;déchiraient;les documents;tard dans la nuit .;;;;;
16;6;français;Le témoin;s'est rendu compte;que;les stagiaires;faisaient du café;pendant que;les avocats;;déchiraient;;tard dans la nuit .;;;;;
16;7;français;Le témoin;s'est rendu compte;ce que;les stagiaires;faisaient du café;pendant que;les avocats;;déchiraient;les documents tard dans la nuit .;tard dans la nuit .;;;;;
16;8;français;Le témoin;s'est rendu compte;ce que;les stagiaires;faisaient du café;pendant que;les avocats;;déchiraient;;tard dans la nuit .;;;;;
17;1;français;L'article;disait;que;;;;le chef;originaire de France préparait;préparait;la soupe ;avant la ruée du dîner .;;;;;
17;2;français;L'article;disait;que;;;;le chef;originaire de France préparait;préparait;;avant la ruée du dîner .;;;;;.
17;3;français;L'article;disait;ce que;;;;le chef;originaire de France préparait;préparait;la soupe ;avant la ruée du dîner .;;;;;
17;4;français;L'article;disait;ce que;;;;le chef;originaire de France préparait;préparait;;avant la ruée du dîner .;;;;;
17;5;français;L'article;disait;que;le serveur;mettait la table;pendant que;le chef;;préparait;la soupe ;avant la ruée du dîner .;;;;;
17;6;français;L'article;disait;que;le serveur;mettait la table;pendant que;le chef;;préparait;;avant la ruée du dîner .;;;;;
17;7;français;L'article;disait;ce que;le serveur;mettait la table;pendant que;le chef;;préparait;la soupe ;avant la ruée du dîner .;;;;;
17;8;français;L'article;disait;ce que;le serveur;mettait la table;pendant que;le chef;;préparait;;avant la ruée du dîner .;;;;;
18;1;français;La compagnie d'assurance;a conclu;que;;;;le chauffeur de taxi;avec la casquette à carreaux;a heurté;le cerf;pendant qu'il conduisait imprudemment .;;;;;
18;2;français;La compagnie d'assurance;a conclu;que;;;;le chauffeur de taxi;avec la casquette à carreaux;a heurté;;pendant qu'il conduisait imprudemment .;;;;;
18;3;français;La compagnie d'assurance;a conclu;ce que;;;;le chauffeur de taxi;avec la casquette à carreaux;a heurté;le cerf;pendant qu'il conduisait imprudemment .;;;;;
18;4;français;La compagnie d'assurance;a conclu;ce que;;;;le chauffeur de taxi;avec la casquette à carreaux;a heurté;;pendant qu'il conduisait imprudemment .;;;;;
18;5;français;La compagnie d'assurance;a conclu;que;le camionneur;a dévié;après que;le chauffeur de taxi;;ait heurté;le cerf;pendant qu'il conduisait imprudemment .;;;;;
18;6;français;La compagnie d'assurance;a conclu;que;le camionneur;a dévié;après que;le chauffeur de taxi;;ait heurté;;pendant qu'il conduisait imprudemment .;;;;;
18;7;français;La compagnie d'assurance;a conclu;ce que;le camionneur;a dévié;après que;le chauffeur de taxi;;ait heurté;le cerf;pendant qu'il conduisait imprudemment .;;;;;
18;8;français;La compagnie d'assurance;a conclu;ce que;le camionneur;a dévié;après que;le chauffeur de taxi;;ait heurté;;pendant qu'il conduisait imprudemment .;;;;;
19;1;français;La compagnie d'assurance;s'est rendu compte;que;;;;le cambrioleur;qui s'est fait passer pour un visiteur;volait;le cerf;pendant qu'il conduisait imprudemment .;;;;;
19;2;français;Le directeur du musée;s'est rendu compte;que;;;;le cambrioleur;qui s'est fait passer pour un visiteur;volait;;la nuit dernière .;;;;;
19;3;français;Le directeur du musée;s'est rendu compte;ce que;;;;le cambrioleur;qui s'est fait passer pour un visiteur;volait;le tableau ;la nuit dernière .;;;;;
19;4;français;Le directeur du musée;s'est rendu compte;ce que;;;;le cambrioleur;qui s'est fait passer pour un visiteur;volait;;la nuit dernière .;;;;;
19;5;français;Le directeur du musée;s'est rendu compte;que;le gardien de sécurité;somnolait;pendant que;le cambrioleur;;volait;le tableau ;la nuit dernière .;;;;;
19;6;français;Le directeur du musée;s'est rendu compte;que;le gardien de sécurité;somnolait;pendant que;le cambrioleur;;volait;;la nuit dernière .;;;;;
19;7;français;Le directeur du musée;s'est rendu compte;ce que;le gardien de sécurité;somnolait;pendant que;le cambrioleur;;volait;le tableau ;la nuit dernière .;;;;;
19;8;français;Le directeur du musée;s'est rendu compte;ce que;le gardien de sécurité;somnolait;pendant que;le cambrioleur;;volait;;la nuit dernière .;;;;;
