9;9;français;Notre ami;a dit;qu'avant que;le client;;ait acheté;la nouvelle voiture ;à crédit ;le vendeur avait fait un calcul rapide ;.;;;;
9;10;français;Notre ami;a dit;qu'avant que;le client;;ait acheté;;à crédit ;le vendeur avait fait un calcul rapide ;.;;;;
9;11;français;Notre ami;a dit;qu'avant ce que;le client;;ait acheté;la nouvelle voiture ;à crédit ;le vendeur avait fait un calcul rapide ;.;;;;
9;12;français;Notre ami;a dit;qu'avant ce que;le client;;ait acheté;;à crédit ;le vendeur avait fait un calcul rapide ;.;;;;
10;1;français;Le mémoire;a raconté;que;la joueuse de tennis;qui espérait gagner le tournoi de la grande île;pensait;à son service ;avant le match ;;.;;;;
10;2;français;Le mémoire;a raconté;que;la joueuse de tennis;qui espérait gagner le tournoi de la grande île;pensait;;avant le match ;;.;;;;
10;3;français;Le mémoire;a raconté;ce que;la joueuse de tennis;qui espérait gagner le tournoi de la grande île;pensait;à son service ;avant le match ;;.;;;;
10;4;français;Le mémoire;a raconté;ce que;la joueuse de tennis;qui espérait gagner le tournoi de la grande île;pensait;;avant le match ;;.;;;;
10;9;français;Le mémoire;a raconté;que pendant que;la joueuse de tennis;;pensait;à son service ;avant le match ;l'entraîneur a pris un verre d'eau .;.;;;;
10;10;français;Le mémoire;a raconté;que pendant que;la joueuse de tennis;;pensait;;avant le match ;l'entraîneur a pris un verre d'eau .;.;;;;
10;11;français;Le mémoire;a raconté;que pendant ce que;la joueuse de tennis;;pensait;à son service ;avant le match ;l'entraîneur a pris un verre d'eau .;.;;;;
10;12;français;Le mémoire;a raconté;que pendant ce que;la joueuse de tennis;;pensait;;avant le match ;l'entraîneur a pris un verre d'eau .;.;;;;
11;1;français;Votre père;a remarqué;que;l'auteur;que les fans adoraient;a signé;un exemplaire de son livre ;après la lecture ;;.;;;;
11;2;français;Votre père;a remarqué;que;l'auteur;que les fans adoraient;a signé;;après la lecture ;;.;;;;
11;3;français;Votre père;a remarqué;ce que;l'auteur;que les fans adoraient;a signé;un exemplaire de son livre ;après la lecture ;;.;;;;
11;4;français;Votre père;a remarqué;ce que;l'auteur;que les fans adoraient;a signé;;après la lecture ;;.;;;;
11;9;français;Votre père;a remarqué;que pendant que;l'auteur;;ait signé;un exemplaire de son livre ;après la lecture ;les reporters prenaient des photos ;.;;;;
11;10;français;Votre père;a remarqué;que pendant que;l'auteur;;ait signé;;après la lecture ;les reporters prenaient des photos ;.;;;;
11;11;français;Votre père;a remarqué;que pendant ce que;l'auteur;;ait signé;un exemplaire de son livre ;après la lecture ;les reporters prenaient des photos ;.;;;;
11;12;français;Votre père;a remarqué;que pendant ce que;l'auteur;;ait signé;;après la lecture ;les reporters prenaient des photos ;.;;;;
12;1;français;Le rapport;a décrit;que;le gardien du zoo;qui dormait au travail;a perdu la trace d';un kangourou;au zoo;;.;;;;
12;2;français;Le rapport;a décrit;que;le gardien du zoo;qui dormait au travail;a perdu la trace;;au zoo;;;;;;
12;3;français;Le rapport;a décrit;ce que;le gardien du zoo;qui dormait au travail;a perdu la trace d';un kangourou;au zoo;;.;;;;
12;4;français;Le rapport;a décrit;ce que;le gardien du zoo;qui dormait au travail;a perdu la trace;;au zoo;;;;;;
12;9;français;Le rapport;a décrit;qu'après que;le gardien du zoo;;ait perdu la trace d';un kangourou;au zoo;la police a réagi rapidement;.;;;;
12;10;français;Le rapport;a décrit;qu'après que;le gardien du zoo;;ait perdu la trace d';;au zoo;la police a réagi rapidement;.;;;;
12;11;français;Le rapport;a décrit;qu'après ce que;le gardien du zoo;;ait perdu la trace d';un kangourou;au zoo;la police a réagi rapidement;.;;;;
12;12;français;Le rapport;a décrit;qu'après ce que;le gardien du zoo;;ait perdu la trace d';;au zoo;la police a réagi rapidement;.;;;;
13;1;français;Le journaliste;a déclaré;que;les citoyens;qui se soucient de l'engagement civique;ont parlé d'un nouveau projet;de loi;à la réunion de la mairie ;;.;;;;
13;2;français;Le journaliste;a déclaré;que;les citoyens;qui se soucient de l'engagement civique;ont parlé d'un nouveau projet;;à la réunion de la mairie ;;.;;;;
13;3;français;Le journaliste;a déclaré;ce que;les citoyens;qui se soucient de l'engagement civique;ont parlé d'un nouveau projet;de loi;à la réunion de la mairie ;;.;;;;
13;4;français;Le journaliste;a déclaré;ce que;les citoyens;qui se soucient de l'engagement civique;ont parlé d'un nouveau projet;;à la réunion de la mairie ;;.;;;;
13;9;français;Le journaliste;a déclaré;que pendant que;les citoyens;;aient parlé d'un nouveau projet;de loi;à la réunion de la mairie ;le maire fumait un cigare ;.;;;;
13;10;français;Le journaliste;a déclaré;que pendant que;les citoyens;;aient parlé d'un nouveau projet;;à la réunion de la mairie ;le maire fumait un cigare ;.;;;;
13;11;français;Le journaliste;a déclaré;que pendant ce que;les citoyens;;aient parlé d'un nouveau projet;de loi;à la réunion de la mairie ;le maire fumait un cigare ;.;;;;
13;12;français;Le journaliste;a déclaré;que pendant ce que;les citoyens;;aient parlé d'un nouveau projet;;à la réunion de la mairie ;le maire fumait un cigare ;.;;;;
14;1;français;L'assistant;s'est rendu compte;que;l'infirmière;en uniforme blanc;réconfortait;le patient ;dans la salle d'attente ;;.;;;;
14;2;français;L'assistant;s'est rendu compte;que;l'infirmière;en uniforme blanc;réconfortait;;dans la salle d'attente ;;.;;;;
14;3;français;L'assistant;s'est rendu compte;ce que;l'infirmière;en uniforme blanc;réconfortait;le patient ;dans la salle d'attente ;;.;;;;
14;4;français;L'assistant;s'est rendu compte;ce que;l'infirmière;en uniforme blanc;réconfortait;;dans la salle d'attente ;;.;;;;
14;9;français;L'assistant;s'est rendu compte;que pendant que;l'infirmière;;réconfortait;le patient ;dans la salle d'attente ; le médecin faisait une sieste ;.;;;;
14;10;français;L'assistant;s'est rendu compte;que pendant que;l'infirmière;;réconfortait;;dans la salle d'attente ; le médecin faisait une sieste ;.;;;;
14;11;français;L'assistant;s'est rendu compte;que pendant ce que;l'infirmière;;réconfortait;le patient ;dans la salle d'attente ; le médecin faisait une sieste ;.;;;;
14;12;français;L'assistant;s'est rendu compte;que pendant ce que;l'infirmière;;réconfortait;;dans la salle d'attente ; le médecin faisait une sieste ;.;;;;
15;1;français;Votre ami;a dit;que;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;le livre ;sur la mauvaise étagère ;;.;;;;
15;2;français;Votre ami;a dit;que;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;;sur la mauvaise étagère ;;.;;;;
15;3;français;Votre ami;a dit;ce que;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;le livre ;sur la mauvaise étagère ;;.;;;;
15;4;français;Votre ami;a dit;ce que;le bibliothécaire;avec les lunettes en plastique épaisses;a placé;;sur la mauvaise étagère ;;.;;;;
15;9;français;Votre ami;a dit;qu'après que;le bibliothécaire;;ait placé;le livre ;sur la mauvaise étagère ; le patron s'est fâché;.;;;;
15;10;français;Votre ami;a dit;qu'après que;le bibliothécaire;;ait placé;;sur la mauvaise étagère ; le patron s'est fâché;.;;;;
15;11;français;Votre ami;a dit;qu'après ce que;le bibliothécaire;;ait placé;le livre ;sur la mauvaise étagère ; le patron s'est fâché;.;;;;
15;12;français;Votre ami;a dit;qu'après ce que;le bibliothécaire;;ait placé;;sur la mauvaise étagère ; le patron s'est fâché;.;;;;
16;1;français;Le témoin;s'est rendu compte;que;les avocats;en costumes et cravates sombres;ont déchiré;les documents;tard dans la nuit ;;.;;;;
16;2;français;Le témoin;s'est rendu compte;que;les avocats;en costumes et cravates sombres;ont déchiré;;tard dans la nuit ;;.;;;;
16;3;français;Le témoin;s'est rendu compte;ce que;les avocats;en costumes et cravates sombres;ont déchiré;les documents;tard dans la nuit ;;.;;;;
16;4;français;Le témoin;s'est rendu compte;ce que;les avocats;en costumes et cravates sombres;ont déchiré;;tard dans la nuit ;;.;;;;
16;9;français;Le témoin;s'est rendu compte;que pendant que;les avocats;;aient déchiré;les documents;tard dans la nuit ;les stagiaires faisaient du café;.;;;;
16;10;français;Le témoin;s'est rendu compte;que pendant que;les avocats;;aient déchiré;;tard dans la nuit ;les stagiaires faisaient du café;.;;;;
16;11;français;Le témoin;s'est rendu compte;que pendant ce que;les avocats;;aient déchiré;les documents;tard dans la nuit ;les stagiaires faisaient du café;.;;;;
16;12;français;Le témoin;s'est rendu compte;que pendant ce que;les avocats;;aient déchiré;;tard dans la nuit ;les stagiaires faisaient du café;.;;;;
17;1;français;L'article;disait;que;le chef;qui était originaire de France;préparait;la soupe;avant la ruée du dîner ;;.;;;;
17;2;français;L'article;disait;que;le chef;qui était originaire de France;préparait;;avant la ruée du dîner ;;.;;;;.
17;3;français;L'article;disait;ce que;le chef;qui était originaire de France;préparait;la soupe;avant la ruée du dîner ;;.;;;;
17;4;français;L'article;disait;ce que;le chef;qui était originaire de France;préparait;;avant la ruée du dîner ;;.;;;;
17;9;français;L'article;disait;que pendant que;le chef;;préparait;la soupe;avant la ruée du dîner ; le serveur mettait la table .;.;;;;
17;10;français;L'article;disait;que pendant que;le chef;;préparait;;avant la ruée du dîner ; le serveur mettait la table .;.;;;;
17;11;français;L'article;disait;que pendant ce que;le chef;;préparait;la soupe;avant la ruée du dîner ; le serveur mettait la table .;.;;;;
17;12;français;L'article;disait;que pendant ce que;le chef;;préparait;;avant la ruée du dîner ; le serveur mettait la table .;.;;;;
18;1;français;La compagnie d'assurance;a conclu;que;le chauffeur de taxi;avec la casquette à carreaux;a heurté;le cerf;pendant qu'il conduisait imprudemment ;;.;;;;
18;2;français;La compagnie d'assurance;a conclu;que;le chauffeur de taxi;avec la casquette à carreaux;a heurté;;pendant qu'il conduisait imprudemment ;;.;;;;
18;3;français;La compagnie d'assurance;a conclu;ce que;le chauffeur de taxi;avec la casquette à carreaux;a heurté;le cerf;pendant qu'il conduisait imprudemment ;;.;;;;
18;4;français;La compagnie d'assurance;a conclu;ce que;le chauffeur de taxi;avec la casquette à carreaux;a heurté;;pendant qu'il conduisait imprudemment ;;.;;;;
18;9;français;La compagnie d'assurance;a conclu;qu'après que;le chauffeur de taxi;;ait heurté;le cerf;pendant qu'il conduisait imprudemment ;le camionneur a dévié ;.;;;;
18;10;français;La compagnie d'assurance;a conclu;qu'après que;le chauffeur de taxi;;ait heurté;;pendant qu'il conduisait imprudemment ;le camionneur a dévié ;.;;;;
18;11;français;La compagnie d'assurance;a conclu;qu'après ce que;le chauffeur de taxi;;ait heurté;le cerf;pendant qu'il conduisait imprudemment ;le camionneur a dévié ;.;;;;
18;12;français;La compagnie d'assurance;a conclu;qu'après ce que;le chauffeur de taxi;;ait heurté;;pendant qu'il conduisait imprudemment ;le camionneur a dévié ;.;;;;
19;1;français;Le directeur du musée;s'est rendu compte;que;le cambrioleur;qui s'est fait passer pour un visiteur;a volé;le tableau;la nuit dernière ;;.;;;;
19;2;français;Le directeur du musée;s'est rendu compte;que;le cambrioleur;qui s'est fait passer pour un visiteur;a volé;;la nuit dernière ;;.;;;;
19;3;français;Le directeur du musée;s'est rendu compte;ce que;le cambrioleur;qui s'est fait passer pour un visiteur;a volé;le tableau;la nuit dernière ;;.;;;;
19;4;français;Le directeur du musée;s'est rendu compte;ce que;le cambrioleur;qui s'est fait passer pour un visiteur;a volé;;la nuit dernière ;;.;;;;
19;9;français;Le directeur du musée;s'est rendu compte;que pendant que;le cambrioleur;;ait volé;le tableau;la nuit dernière ;le gardien de sécurité somnolait;.;;;;
19;10;français;Le directeur du musée;s'est rendu compte;que pendant que;le cambrioleur;;ait volé;;la nuit dernière ;le gardien de sécurité somnolait;.;;;;
19;11;français;Le directeur du musée;s'est rendu compte;que pendant ce que;le cambrioleur;;ait volé;le tableau;la nuit dernière ;le gardien de sécurité somnolait;.;;;;
19;12;français;Le directeur du musée;s'est rendu compte;que pendant ce que;le cambrioleur;;ait volé;;la nuit dernière ;le gardien de sécurité somnolait;.;;;;
